titulo,link,fuente,fecha
"La propuesta legislativa, que fue devuelta al Legislativo, plantea convertir en opcional el “examen de la barra”.(Cedida | Archivo)","https://www.laestrella.com.pa/panama/mulino-veta-proyecto-de-ley-sobre-abogacia-por-menoscabar-la-profesion-EO16095760","www.laestrella.com.pa","2025-10-01T21:29:42.847590"
"Mulino veta proyecto de ley sobre abogacía por ‘menoscabar’ la profesión","https://www.laestrella.com.pa/panama/mulino-veta-proyecto-de-ley-sobre-abogacia-por-menoscabar-la-profesion-EO16095760","www.laestrella.com.pa","2025-10-01T21:29:42.847614"
"Fotografía de embarcaciones en el río Acandí el 31 de agosto de 2025, en Acandí (Colombia).(Juan Diego López | EFE)","https://www.laestrella.com.pa/panama/el-darien-se-vacia-y-con-el-los-bolsillos-pueblos-del-caribe-colombiano-sienten-el-golpe-BF15980670","www.laestrella.com.pa","2025-10-01T21:29:42.847650"
"El Darién se vacía y con él los bolsillos: pueblos del Caribe colombiano sienten el golpe","https://www.laestrella.com.pa/panama/el-darien-se-vacia-y-con-el-los-bolsillos-pueblos-del-caribe-colombiano-sienten-el-golpe-BF15980670","www.laestrella.com.pa","2025-10-01T21:29:42.847674"
"Maritza Censión se convirtió en la primera mujer en dirigir la Fuerza de Tarea Conjunta Combinada y liderar el Panamax 2025.(| Cedida)","https://www.laestrella.com.pa/panama/ministro-abrego-panama-esta-lista-para-defender-su-soberania-en-la-clausura-del-panamax-2025-PF15981718","www.laestrella.com.pa","2025-10-01T21:29:42.847716"
"Ministro Ábrego: ‘Panamá está lista para defender su soberanía’ en la clausura del Panamax 2025","https://www.laestrella.com.pa/panama/ministro-abrego-panama-esta-lista-para-defender-su-soberania-en-la-clausura-del-panamax-2025-PF15981718","www.laestrella.com.pa","2025-10-01T21:29:42.847742"
"Manuel Vega Loo","https://www.laestrella.com.pa/autor/-/meta/manuel-vega-loo","www.laestrella.com.pa","2025-10-01T21:29:42.847762"
"El TE obligó al partido en realizar la renovación partidista.","https://www.laestrella.com.pa/panama/partido-panamenista-renovara-su-estructura-partidista-el-23-de-noviembre-FK15976030","www.laestrella.com.pa","2025-10-01T21:29:42.847783"
"Partido Panameñista renovará su estructura partidista el 23 de noviembre","https://www.laestrella.com.pa/panama/partido-panamenista-renovara-su-estructura-partidista-el-23-de-noviembre-FK15976030","www.laestrella.com.pa","2025-10-01T21:29:42.847808"
"Ismael Gordón Guerrel","https://www.laestrella.com.pa/autor/-/meta/ismael-gordon-guerrel","www.laestrella.com.pa","2025-10-01T21:29:42.847827"
"Reservorio multipropósito: Canal planifica construcción y reasentamiento de 550 familias.","https://www.laestrella.com.pa/panama/rio-indio-adjudicacion-del-estudio-de-impacto-ambiental-se-preve-para-marzo-de-2026-HK15976122","www.laestrella.com.pa","2025-10-01T21:29:42.847850"
"Río Indio: adjudicación del estudio de impacto ambiental se prevé para marzo de 2026","https://www.laestrella.com.pa/panama/rio-indio-adjudicacion-del-estudio-de-impacto-ambiental-se-preve-para-marzo-de-2026-HK15976122","www.laestrella.com.pa","2025-10-01T21:29:42.847874"
"La Procuraduría General de la Nación informó que el ex tesorero de Arosemena fue detenido y que el representante de ese corregimiento y el ex tesorero de Tolé cumplirán con depósito domiciliario.(Archivo | La Estrella de Panamá)","https://www.laestrella.com.pa/panama/aprehenden-a-exfuncionarios-de-arosemena-y-tole-por-mal-manejo-de-fondos-descentralizados-EK15975203","www.laestrella.com.pa","2025-10-01T21:29:42.847916"
"Aprehenden a exfuncionarios de Arosemena y Tolé por mal manejo de fondos descentralizados","https://www.laestrella.com.pa/panama/aprehenden-a-exfuncionarios-de-arosemena-y-tole-por-mal-manejo-de-fondos-descentralizados-EK15975203","www.laestrella.com.pa","2025-10-01T21:29:42.847940"
"El proyecto busca reducir la dependencia de vacunas importadas, crear empleos altamente calificados y consolidar a Panamá como un hub de innovación biotecnológica para Centroamérica y el Caribe.(Richard Bonilla | La Estrella de Panamá)","https://www.laestrella.com.pa/panama/panama-inaugura-primer-laboratorio-especializado-en-vacunas-en-america-central-KL15969113","www.laestrella.com.pa","2025-10-01T21:29:42.847974"
"Panamá inaugura primer laboratorio especializado en vacunas en América Central","https://www.laestrella.com.pa/panama/panama-inaugura-primer-laboratorio-especializado-en-vacunas-en-america-central-KL15969113","www.laestrella.com.pa","2025-10-01T21:29:42.847996"
"Panameños podrán competir por $15,000 en el concurso del sello ‘Hecho en Panamá’","https://www.laestrella.com.pa/panama/panamenos-podran-competir-por-15000-en-el-concurso-del-sello-hecho-en-panama-EI15959692","www.laestrella.com.pa","2025-10-01T21:29:42.848051"
"Impugnación en juzgado electoral sacude proceso interno del PRD","https://www.laestrella.com.pa/panama/impugnacion-en-juzgado-electoral-sacude-proceso-interno-del-prd-BJ15947024","www.laestrella.com.pa","2025-10-01T21:29:42.848106"
"El presidente de la República, José Raúl Mulino.","https://www.laestrella.com.pa/panama/mulino-habla-sobre-los-corredores-el-precio-del-arroz-y-los-ataques-de-israel-OJ15949979","www.laestrella.com.pa","2025-10-01T21:29:42.848138"
"Mulino habla sobre los corredores, el precio del arroz y los ataques de Israel","https://www.laestrella.com.pa/panama/mulino-habla-sobre-los-corredores-el-precio-del-arroz-y-los-ataques-de-israel-OJ15949979","www.laestrella.com.pa","2025-10-01T21:29:42.848160"
"En julio se sancionó con $21 millones a las distribuidoras, mientras que otro proceso por $20 millones está en trámite en la Corte Suprema.(Roberto Barrios | La Estrella de Panamá)","https://www.laestrella.com.pa/panama/asep-confirma-que-sanciones-a-empresas-de-electricidad-superan-los-41-millones-AJ15945894","www.laestrella.com.pa","2025-10-01T21:29:42.848194"
"Asep confirma que sanciones a empresas de electricidad superan los $41 millones","https://www.laestrella.com.pa/panama/asep-confirma-que-sanciones-a-empresas-de-electricidad-superan-los-41-millones-AJ15945894","www.laestrella.com.pa","2025-10-01T21:29:42.848229"
"Segunda convocatoria en licitación millonaria de Aseo atrae a 27 empresas","https://www.laestrella.com.pa/panama/segunda-convocatoria-en-licitacion-millonaria-de-aseo-atrae-a-27-empresas-OJ15949698","www.laestrella.com.pa","2025-10-01T21:29:42.848289"
"Un representantes y dos tesoreros son aprehendidos por el Ministerio Público","https://www.laestrella.com.pa/panama/un-representantes-y-dos-tesoreros-son-aprehendidos-por-el-ministerio-publico-MJ15949720","www.laestrella.com.pa","2025-10-01T21:29:42.848342"
"‘El corredor no está pagado y está lejos de poderse pagar’, enfatizó Mulino.(| Cedida)","https://www.laestrella.com.pa/panama/mulino-aclara-que-los-corredores-aun-no-estan-pagados-y-advierte-que-la-deuda-sigue-vigente-DO15932670","www.laestrella.com.pa","2025-10-01T21:29:42.848376"
"Mulino aclara que los corredores aún no están pagados y advierte que la deuda sigue vigente","https://www.laestrella.com.pa/panama/mulino-aclara-que-los-corredores-aun-no-estan-pagados-y-advierte-que-la-deuda-sigue-vigente-DO15932670","www.laestrella.com.pa","2025-10-01T21:29:42.848398"
"Panamá avanza en democracia mientras América enfrenta retrocesos","https://www.laestrella.com.pa/panama/panama-avanza-en-democracia-mientras-america-enfrenta-retrocesos-GP15924277","www.laestrella.com.pa","2025-10-01T21:29:42.848449"
"Los mayores ajustes se concentran en las partidas de inversión y servicios personales.","https://www.laestrella.com.pa/panama/up-alerta-que-recorte-presupuestario-afectara-clases-e-investigacion-NP15922906","www.laestrella.com.pa","2025-10-01T21:29:42.848481"
"UP alerta que recorte presupuestario afectará clases e investigación","https://www.laestrella.com.pa/panama/up-alerta-que-recorte-presupuestario-afectara-clases-e-investigacion-NP15922906","www.laestrella.com.pa","2025-10-01T21:29:42.848506"
"¿Quiénes somos?","https://www.laestrella.com.pa/quienes-somos","www.laestrella.com.pa","2025-10-01T21:29:42.848537"
"Términos y condiciones","https://www.laestrella.com.pa/terminos-y-condiciones","www.laestrella.com.pa","2025-10-01T21:29:42.848624"
